"Area","Species","Trap_type","Bait","Line","Date","Month","trap_id","Season","Time_taken"
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2023-07-16,"July","2309175","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2023-10-06,"October","2309175","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-07-19,"July","2309380","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-08-03,"August","2309380","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","",2021-04-21,"April","2309380","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-06-23,"June","2309380","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-07-20,"July","2309380","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","",2021-12-18,"December","2309380","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","",2022-04-15,"April","2309380","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-05-26,"May","2309380","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-07-09,"July","2309387","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","",2020-07-11,"July","2309387","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Whole egg","B2C Track",2021-05-22,"May","2309591","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Goodnature Nut Butter,Salmon oil","B2C Track",2023-08-20,"August","2309591","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Goodnature Nut Butter,Lure-it Salmon Spray","B2C Track",2023-09-16,"September","2309591","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Whole egg","B2C Track",2022-04-20,"April","2309602","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Stoat","DOC 200","Whole egg","B2C Track",2022-12-09,"December","2309602","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Peanut butter,Salmon oil,Whole egg","B2C Track",2023-04-01,"April","2309602","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","B2C Track",2020-07-27,"July","2309604","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","B2C Track",2020-12-27,"December","2309604","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Whole egg","B2C Track",2022-04-20,"April","2309604","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","B2C Track",2022-06-18,"June","2309604","Winter",NA
"Cornwallis Beach & Cross Peninsula","Mouse","DOC 200","Whole egg","B2C Track",2023-02-10,"February","2309604","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Goodnature Nut Butter,Salmon oil","B2C Track",2023-08-20,"August","2309604","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Peanut butter,Salmon oil","B2C Track",2023-10-15,"October","2309604","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Goodnature Nut Butter,Lure-it Salmon Spray","B2C Track",2024-01-06,"January","2309604","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-08-03,"August","2309906","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-03-19,"March","2309906","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-07-25,"July","2309906","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","",2021-11-20,"November","2309906","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","",2021-12-18,"December","2309906","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-02-11,"February","2309906","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Blood","",2022-04-01,"April","2309906","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-04-15,"April","2309906","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-05-12,"May","2309906","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-06-29,"June","2309906","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-07-28,"July","2309906","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-10-29,"October","2309906","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-11-02,"November","2309906","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2023-04-27,"April","2309906","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2023-10-08,"October","2309906","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","B2C Track",2020-07-27,"July","2310158","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Whole egg","B2C Track",2021-04-26,"April","2310158","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Hedgehog","DOC 200","None","B2C Track",2021-06-21,"June","2310158","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Whole egg","B2C Track",2022-02-17,"February","2310158","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","B2C Track",2023-03-30,"March","2310158","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Goodnature Nut Butter,Lure-it Salmon Spray","B2C Track",2023-12-09,"December","2310158","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2023-01-19,"January","527114","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","Cornwallis A (CWA)",2020-03-27,"March","514695","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2023-02-19,"February","854353","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-04-05,"April","2498216","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-04-08,"April","2498216","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-03-29,"March","2498217","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Lady Bell Line",2020-03-25,"March","275425","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-04-15,"April","2558438","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-04-22,"April","2558438","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-04-24,"April","2558438","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-05-10,"May","2558438","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-05-17,"May","2558438","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-06-25,"June","2558438","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-08-22,"August","2558438","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","",2020-09-14,"September","2558438","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-09-27,"September","2558438","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-12-01,"December","2558438","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-12-16,"December","2558438","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-02-06,"February","2558438","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-02-17,"February","2558438","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-04-12,"April","2558438","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-04-28,"April","2558438","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-06-04,"June","2558438","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-06-25,"June","2558438","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2020-02-07,"February","275493","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-06-04,"June","2652660","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-07-16,"July","2652660","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","",2022-02-21,"February","2652660","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-05-28,"May","2652660","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-05-21,"May","2652713","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","",2020-08-23,"August","2652713","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-10-29,"October","2652713","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-11-15,"November","2652713","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","",2020-09-16,"September","2653036","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","",2020-09-27,"September","2653036","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","",2021-04-22,"April","2653036","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-04-22,"April","2653036","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-06-16,"June","2671252","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-07-02,"July","2671252","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-07-26,"July","2671252","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","Western 1",2021-09-28,"September","2671252","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2021-11-03,"November","2671252","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2022-03-08,"March","2671252","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2022-04-10,"April","2671252","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","Western 1",2022-10-08,"October","2671252","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","Western 1",2023-02-18,"February","2671252","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-06-22,"June","2671333","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-07-02,"July","2671333","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-09-05,"September","2671333","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2021-01-05,"January","2671333","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2021-06-09,"June","2671333","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","Western 1",2021-08-22,"August","2671333","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2021-11-03,"November","2671333","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2022-03-08,"March","2671333","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2022-04-10,"April","2671333","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2022-05-15,"May","2671333","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Blood","Western 1",2022-10-08,"October","2671333","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","Western 1",2020-06-22,"June","2671436","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-07-02,"July","2671436","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","Western 1",2020-07-09,"July","2671436","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-10-08,"October","2671436","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2021-04-15,"April","2671436","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2021-06-09,"June","2671436","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2021-06-23,"June","2671436","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2021-11-03,"November","2671436","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2022-03-08,"March","2671436","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2022-04-10,"April","2671436","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Blood","Western 1",2022-10-08,"October","2671436","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-07-02,"July","2671463","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2021-01-05,"January","2671463","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","Western 1",2021-04-14,"April","2671463","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2021-06-09,"June","2671463","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","Western 1",2021-09-28,"September","2671463","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2021-11-03,"November","2671463","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2023-02-18,"February","2671463","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2023-05-28,"May","2671463","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","Western 1",2020-06-14,"June","2674765","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-07-02,"July","2674765","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-07-26,"July","2674765","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2021-07-13,"July","2674765","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2023-05-28,"May","2674765","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-06-16,"June","2675228","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-07-02,"July","2675228","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-07-09,"July","2675228","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-08-03,"August","2675228","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","Western 1",2020-09-27,"September","2675228","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2020-10-05,"October","2675228","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2021-01-05,"January","2675228","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2021-04-15,"April","2675228","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Western 1",2021-06-23,"June","2675228","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","Western 1",2021-09-28,"September","2675228","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","Western 1",2023-02-18,"February","2675228","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-06-22,"June","2675260","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-09-05,"September","2675260","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-01-05,"January","2675260","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-04-15,"April","2675260","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-07-13,"July","2675260","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","",2021-09-28,"September","2675260","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Blood","",2021-11-03,"November","2675260","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Blood","",2022-02-21,"February","2675260","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","",2022-04-10,"April","2675260","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-04-25,"April","2675260","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","",2023-02-18,"February","2675260","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2023-05-28,"May","2675260","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2023-08-22,"August","2675260","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2023-08-22,"August","2675260","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-06-04,"June","2675893","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","",2021-09-28,"September","2675893","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-12-12,"December","2675893","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2023-05-22,"May","2675893","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2023-10-14,"October","2675893","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","bach line",2020-10-30,"October","2792193","Spring",NA
"Cornwallis Beach & Cross Peninsula","Mouse","A24","None","bach line",2022-10-06,"October","2792193","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2020-08-08,"August","2795619","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2021-03-19,"March","2795619","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2021-05-27,"May","2795619","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2021-07-04,"July","2795619","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2021-07-24,"July","2795619","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","B2C Road",2021-11-20,"November","2795619","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","B2C Road",2022-04-01,"April","2795619","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2022-06-29,"June","2795619","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2020-08-08,"August","2795620","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2020-10-29,"October","2795620","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2021-05-27,"May","2795620","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2021-07-23,"July","2795620","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","B2C Road",2022-04-01,"April","2795620","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","B2C Road",2022-06-29,"June","2795620","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2020-08-08,"August","2795622","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2020-10-29,"October","2795622","Spring",NA
"Cornwallis Beach & Cross Peninsula","Hedgehog","DOC 200","None","Jubilee D",2021-01-06,"January","2795837","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Whole egg","Jubilee D",2022-02-17,"February","2795837","Summer",NA
"Cornwallis Beach & Cross Peninsula","Mouse","DOC 200","Whole egg","Jubilee D",2022-04-20,"April","2795837","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Stoat","DOC 200","Whole egg","Jubilee D",2022-05-14,"May","2795837","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Goodnature Nut Butter,Lure-it Salmon Spray","Jubilee D",2023-07-22,"July","2795837","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Goodnature Nut Butter,Lure-it Salmon Spray","Jubilee D",2023-12-09,"December","2795837","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Other (please specify)","Jubilee D",2021-03-28,"March","2795838","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Whole egg","Jubilee D",2022-02-17,"February","2795838","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","Jubilee D",2022-05-14,"May","2795838","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Peanut butter,Salmon oil,Whole egg","Jubilee D",2023-04-01,"April","2795838","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Huia Rd 1",2020-12-01,"December","2803404","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","Huia Rd 1",2021-04-21,"April","2803404","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Huia Rd 1",2021-04-22,"April","2803404","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Huia Rd 1",2021-06-04,"June","2803404","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Huia Rd 1",2021-07-16,"July","2803404","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Huia Rd 1",2022-05-28,"May","2803404","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Graves A",2024-05-10,"May","23964751","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2021-05-01,"May","3307907","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-07-26,"July","2849007","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Whole egg","Jubilee D",2022-02-17,"February","2885239","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Whole egg","Jubilee D",2022-03-12,"March","2885239","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Whole egg","Jubilee D",2022-04-20,"April","2885239","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Stoat","DOC 200","Whole egg","Jubilee D",2022-05-14,"May","2885239","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Stoat","DOC 200","Whole egg","Jubilee D",2022-08-21,"August","2885239","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Whole egg","Jubilee D",2023-01-14,"January","2885239","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Peanut butter,Salmon oil,Whole egg","Jubilee D",2023-04-01,"April","2885239","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Peanut butter,Salmon oil","Jubilee D",2023-10-15,"October","2885239","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Goodnature Nut Butter,Lure-it Salmon Spray","Jubilee D",2023-11-11,"November","2885239","Spring",NA
"Cornwallis Beach & Cross Peninsula","Hedgehog","DOC 200","None","Jubilee D",2021-04-21,"April","2885248","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Whole egg","Jubilee D",2022-03-12,"March","2885248","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","Jubilee D",2022-04-14,"April","2885248","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Whole egg","Jubilee D",2023-01-14,"January","2885248","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","Jubilee D",2023-03-30,"March","2885248","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Goodnature Nut Butter,Lure-it Salmon Spray","Jubilee D",2023-07-22,"July","2885248","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","Jubilee D",2023-10-13,"October","2885248","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Goodnature Nut Butter,Lure-it Salmon Spray","Jubilee D",2023-11-11,"November","2885248","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2021-05-26,"May","2914557","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2021-07-23,"July","2914557","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","B2C Road",2022-04-01,"April","2914557","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2022-05-12,"May","2914557","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2020-10-29,"October","2914573","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","B2C Road",2021-07-23,"July","2915384","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Blood","Huia Rd 1",2022-04-15,"April","2954269","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Huia Rd 1",2022-10-27,"October","2954269","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Huia Rd 1",2023-01-10,"January","2954269","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","Huia Rd 1",2023-05-23,"May","2954269","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rabbit","A24","None","Huia Rd 1",2023-10-14,"October","2954269","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-12-01,"December","2957937","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-04-22,"April","2957937","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-06-04,"June","2957937","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Blood","",2021-12-18,"December","2957937","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-09-24,"September","2957937","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-10-27,"October","2957937","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Rat and Mouse Lure","",2023-03-22,"March","2957937","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2023-12-06,"December","2957937","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-04-22,"April","2957947","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-06-04,"June","2957947","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-07-16,"July","2957947","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","",2021-09-28,"September","2957947","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-02-11,"February","2957947","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-04-15,"April","2957947","Autumn",NA
